paper_id,num_figures
2605.31148v1,7
2605.31149v1,2
2605.31155v1,2
2605.31156v1,9
2605.31158v1,6
2605.31159v1,8
2605.31163v1,8
2605.31164v1,5
2605.31167v1,8
2605.31170v1,6
2605.31171v1,5
2605.31172v1,1
2605.31173v1,6
2605.31174v1,5
2605.31176v1,5
2605.31180v1,8
2605.31183v1,3
2605.31186v1,7
2605.31187v1,5
2605.31189v1,2
2605.31191v1,2
2605.31193v1,3
2605.31196v1,11
2605.31199v1,3
2605.31200v1,18
2605.31210v1,8
2605.31212v1,16
2605.31215v1,16
2605.31217v1,3
2605.31219v1,7
2605.31220v1,15
2605.31222v1,12
2605.31224v1,2
2605.31226v1,4
2605.31227v1,1
2605.31228v1,8
2605.31229v1,5
2605.31231v1,12
2605.31234v1,7
2605.31238v1,5
2605.31239v1,6
2605.31241v1,6
2605.31244v1,13
2605.31245v1,1
2605.31246v1,8
2605.31249v1,8
2605.31250v1,2
2605.31251v1,4
2605.31254v1,5
2605.31256v1,11
2605.31259v1,6
2605.31261v1,10
2605.31264v1,1
2605.31266v1,10
2605.31267v1,9
2605.31271v1,11
2605.31272v1,8
2605.31273v1,8
2605.31275v1,3
2605.31276v1,5
2605.31277v1,9
2605.31278v1,6
2605.31279v1,2
2605.31283v1,10
2605.31284v1,7
2605.31286v1,2
2605.31289v1,3
2605.31291v1,3
2605.31292v1,7
2605.31294v1,7
2605.31295v1,2
2605.31296v1,11
2605.31302v1,3
2605.31304v1,15
2605.31312v1,8
2605.31314v1,10
2605.31321v1,10
2605.31336v1,15
2605.31343v1,7
2605.31349v1,9
2605.31351v1,10
2605.31352v1,12
2605.31366v1,4
2605.31369v1,13
2605.31376v1,3
2605.31387v1,15
2605.31400v1,3
2605.31405v1,4
2605.31419v1,11
2605.31426v1,18
2605.31429v1,7
2605.31434v1,8
2605.31436v1,4
2605.31437v1,24
2605.31457v1,13
2605.31460v1,14
2605.31466v1,11
2605.31476v1,5
2605.31481v1,7
2605.31486v1,8
2605.31487v1,10
2605.31499v1,2
2605.31503v1,20
2605.31508v1,3
2605.31510v1,4
2605.31513v1,10
2605.31522v1,7
2605.31526v1,10
2605.31529v1,9
2605.31534v1,8
2605.31535v1,24
2605.31539v1,5
2605.31549v1,4
2605.31556v1,12
2605.31557v1,16
2605.31572v1,7
2605.31576v1,3
2605.31577v1,9
2605.31579v1,6
2605.31589v1,12
2605.31590v1,14
2605.31591v1,5
2605.31595v1,7
2605.31596v1,15
2605.31597v1,13
2605.31598v1,13
2605.31603v1,11
2605.31604v1,4
